ID,Name,Item Names,Is Mrp,Ambiguous
5361,Chicken Dum Biryani,Chicken Dum Biryani,0,0
10420,Chicken Dum Biryani With Bone,Chicken Dum Biryani,0,0
9822,Chicken Frankie,Chicken Frankie,0,0
8043,Chicken Fried Idly,Chicken Fried Idli,0,0
3647,Chicken Fried Kebab,Chicken Fried Kebab,0,0
5294,Chicken Fried Momo- Fresh Made - No Frozen - 5 Pc,Chicken Fried Momo,0,0
6431,Chicken Fried Rice - 350 Gms,Chicken Fried Rice,0,0
3497,Chicken Fried rice,Chicken Fried Rice,0,0
4625,Chicken Fry,Chicken Fry,0,0
5724,Chicken Fry Piece Biryani,Chicken Fry Piece Biryani,0,0
5737,Chicken Fry Piece Biryani 300,Chicken Fry Piece Biryani,0,0
10421,Chicken Fry Piece Biryani WithBone,Chicken Fry Piece Biryani,0,0
4143,Chicken Garlic Finger,Chicken Garlic Finger,0,0
7368,Chicken Grill - Full,Chicken Grill,0,0
7367,Chicken Grill - Half,Chicken Grill,0,0
4560,Chicken Hakka Noodle,Chicken Hakka Noodle,0,0
5362,Chicken Hakka Noodles,Chicken Hakka Noodles,0,0
9825,Chicken Harabhara,Chicken Harabhara,0,0
3522,Chicken Hot Sour Soup,Chicken Hot Sour Soup,0,0
3662,Chicken Hot dog,Chicken Hot Dog,0,0
6301,Chicken Kathi Roll,Chicken Kathi Roll,0,0
7284,Chicken Kebab Biryani,Chicken Kebab Biryani,0,0
7306,Chicken Keema Dosa,Chicken Keema Dosa,0,0
5946,Chicken Keema Paratha,Chicken Keema Paratha,0,0
7307,Chicken Keema Pav,Chicken Keema Pav,0,0
6306,Chicken Keema Samosa,Chicken Keema Samosa,0,0
3693,Chicken Kefte Tagine,Chicken Kefte Tagine,0,0
7308,Chicken Kheema,Chicken Kheema,0,0
7014,Chicken Kheema Pav,Chicken Kheema Pav,0,0
3554,Chicken Kofta Salad,Chicken Kofta Salad,0,0
7521,Chicken Kolapuri,Chicken Kolapuri,0,0
9824,Chicken Koliwada,Chicken Koliwada,0,0
825,Chicken Korma,Chicken Korma,0,0
5766,Chicken Kosha,Chicken Kosha,0,0
4471,Chicken Kothu Parotta,Chicken Kothu Parotta,0,0
6517,Chicken Kotthu Parotta,Chicken Kotthu Parotta,0,0
7309,Chicken Kuska,Chicken Kuska,0,0
7310,Chicken Kuska Biryani,Chicken Kuska Biryani,0,0
3702,Chicken Lasagne,Chicken Lasagne,0,0
3516,Chicken Lemon Coriander Soup,Chicken Lemon Coriander Soup,0,0
6641,Chicken Lolipop,Chicken Lolipop,0,0
6460,Chicken Lollipop,Chicken Lollipop,0,0
8525,Chicken Lollipop Biryani,Chicken Lollipop Biryani,0,0
3357,Chicken Maggi,Chicken Maggi,0,0
8544,Chicken Majestic,Chicken Majestic,0,0
8529,Chicken Majestic Biryani,Chicken Majestic Biryani,0,0
7311,Chicken Malai Tikka,Chicken Malai Tikka,0,0
5312,Chicken Manchow Fried Rice,Chicken Manchow Fried Rice,0,0
3521,Chicken Manchow Soup,Chicken Manchow Soup,0,0
4648,Chicken Manchurian,Chicken Manchurian,0,0
6456,Chicken Manchurian - Dry,Chicken Manchurian,0,0
6476,Chicken Manchurian - Gravy,Chicken Manchurian,0,0
5010,Chicken Manchurian Biryani,Chicken Manchurian Biryani,0,0
5372,Chicken Manchurian Dry,Chicken Manchurian Dry,0,0
6643,Chicken Masala,Chicken Masala,0,0
3721,Chicken Masala Dosa,Chicken Masala Dosa,0,0
8076,Chicken Mirchi Bajji 3 pcs,Chicken Mirchi Bajji,0,0
3503,Chicken Momo,Chicken Momo,0,0
5292,Chicken Momo- Fresh Made - No Frozen - 3 Pc,Chicken Momo,0,0
5291,Chicken Momo- Fresh Made - No Frozen - 5 Pc,Chicken Momo,0,0
8561,Chicken Mughali Curry,Chicken Mughali Curry,0,0
7522,Chicken Mugulai,Chicken Mugulai,0,0
3515,Chicken Mulligatawny soup,Chicken Mulligatawny Soup,0,0
936,Chicken Nanking Noodles (350 Grm),Chicken Nanking Noodles,0,0
7520,Chicken Navabi,Chicken Navabi,0,0
3494,Chicken Noodles,Chicken Noodles,0,0
4142,Chicken Nuggets,Chicken Nuggets,0,0
4385,Chicken Omelette,Chicken Omelette,0,0
3555,Chicken Oriental Salad,Chicken Oriental Salad,0,0
8542,Chicken Pakoda,Chicken Pakoda,0,0
8527,Chicken Pakoda Biryani,Chicken Pakoda Biryani,0,0
4647,Chicken Palli Palayam,Chicken Palli Palayam,0,0
6737,Chicken Paniyaram,Chicken Paniyaram,0,0
4328,Chicken Paratha,Chicken Paratha,0,0
4478,Chicken Paratha Roll,Chicken Paratha Roll,0,0
7210,Chicken Pasta,Chicken Pasta,0,0
4225,Chicken Pathiri,Chicken Pathiri,0,0
3631,Chicken Patti Samosa,Chicken Patti Samosa,0,0
5883,Chicken Pepper Dry,Chicken Pepper Dry,0,0
6642,Chicken Pepper Fry (130 Gms),Chicken Pepper Fry,0,0
6362,Chicken Pepper Gravy,Chicken Pepper Gravy,0,0
7523,Chicken Pepper Masala,Chicken Pepper Masala,0,0
3683,Chicken Piccata,Chicken Piccata,0,0
6247,Chicken Pizza,Chicken Pizza,0,0
8070,Chicken Podimas (bhurji),Chicken Podimas,0,0
6361,Chicken Pokada (6 pcs) - 120g,Chicken Pakoda,0,0
4141,Chicken Popcorn,Chicken Popcorn,0,0
3711,Chicken Puff,Chicken Puff,0,0
951,Chicken Puff old,Chicken Puff,0,0
5373,Chicken Pulao,Chicken Pulao,0,0
5771,Chicken Quesadilla,Chicken Quesadilla,0,0
6382,Chicken Rezzala,Chicken Rezzala,0,0
6658,Chicken Rice Bowl,Chicken Rice Bowl,0,0
6987,Chicken Roast,Chicken Roast,0,0
4235,Chicken Roll,Chicken Roll,0,0
3551,Chicken Salad,Chicken Salad,0,0
4428,Chicken Salad Sandwich,Chicken Salad Sandwich,0,0
3632,Chicken Samosa,Chicken Samosa,0,0
6742,Chicken Samosa 2 pcs,Chicken Samosa,0,0
3594,Chicken Sandwich,Chicken Sandwich,0,0
4477,Chicken Sandwich - Full,Chicken Sandwich,0,0
4476,Chicken Sandwich - Half,Chicken Sandwich,0,0
5310,Chicken Schezwan Fried Rice,Chicken Schezwan Fried Rice,0,0
6430,Chicken Schezwan Fried Rice - 350 Gms,Chicken Schezwan Fried Rice,0,0
5311,Chicken Schezwan Noodles,Chicken Schezwan Noodles,0,0
937,Chicken Schezwan Noodles (350 Grm),Chicken Schezwan Noodles,0,0
6426,Chicken Schezwan Noodles - 350 Gms,Chicken Schezwan Noodles,0,0
7674,Chicken Seekh Kabab,Chicken Seekh Kabab,0,0
3691,Chicken Shashlik,Chicken Shashlik,0,0
5775,Chicken Shawarma,Chicken Shawarma,0,0
7364,Chicken Shawarma Plate,Chicken Shawarma Plate,0,0
5374,Chicken Singapore Noodles,Chicken Singapore Noodles,0,0
6405,Chicken Starter Egg Fried Rice/ Egg Noodles,Chicken Starter | Egg Fried Rice | Egg Noodles,0,0
822,Chicken Stew,Chicken Stew,0,0
5943,Chicken Stew,Chicken Stew,0,0
7314,Chicken Strips,Chicken Strips,0,0
6783,Chicken Submarine,Chicken Submarine,0,0
6508,Chicken Tandoori,Chicken Tandoori,0,0
3639,Chicken Tandoori Kebab,Chicken Tandoori Kebab,0,0
5011,Chicken Tangdi Biryani,Chicken Tangdi Biryani,0,0
3640,Chicken Tawa Kebab,Chicken Tawa Kebab,0,0
3556,Chicken Teriyaki Salad,Chicken Teriyaki Salad,0,0
3714,Chicken Tikka,Chicken Tikka,0,0
6134,Chicken Tikka Biriyani,Chicken Tikka Biryani,0,0
6386,Chicken Tikka Chaap,Chicken Tikka Chaap,0,0
4692,Chicken Tikka Cheese Sandwich,Chicken Tikka Cheese Sandwich,0,0
6975,Chicken Tikka Grilled Roll,Chicken Tikka Grilled Roll,0,0
8562,Chicken Tikka Masala Curry,Chicken Tikka Masala,0,0
4601,Chicken Tikka Pizza,Chicken Tikka Pizza,0,0
9032,Chicken Tikka Salad,Chicken Tikka Salad,0,0
4330,Chicken Tikka Sandwich,Chicken Tikka Sandwich,0,0
5905,Chicken Tikka Semizza - 3 Slices,Chicken Tikka Semizza,0,0
8077,Chicken Vada 3 pcs,Chicken Vada,0,0
4645,Chicken Varattiyathu,Chicken Varattiyathu,0,0
6772,Chicken Wings,Chicken Wings,0,0
3666,Chicken Wrap,Chicken Wrap,0,0
7315,Chicken Yakhni Biryani,Chicken Yakhni Biryani,0,0
4584,Chicken and Cheese Paradilla,Chicken | Cheese Paradilla,0,0
3708,Chicken croissant,Chicken Croissant,0,0
3687,Chicken in Bell Pepper Sauce,Chicken In Bell Pepper Sauce,0,0
5363,Chicken in Chilli Basil Sauce,Chicken In Chilli Basil Sauce,0,0
5364,Chicken in Chilli Oyster Sauce,Chicken In Chilli Oyster Sauce,0,0
5365,Chicken in Hot Garlic Sauce,Chicken In Hot Garlic Sauce,0,0
5366,Chicken in Hunan Sauce,Chicken in Hunan Sauce,0,0
5367,Chicken in Schezwan Sauce,Chicken In Schezwan Sauce,0,0
6074,Chicken korma,Chicken Korma,0,0
6764,Chicken liver fry,Chicken Liver Fry,0,0
3678,Chicken pasta with Cheese sauce,Chicken Pasta | Cheese Sauce,0,0
3680,Chicken pasta with Pink sauce,Chicken Pasta With Pink Sauce,0,0
3679,Chicken pasta with Tomato sauce,Chicken Pasta | Tomato Sauce,0,0
3677,Chicken pasta with white sauce,Chicken Pasta With White Sauce,0,0
7525,Chicken puffs,Chicken Puffs,0,0
6655,Chicken salt and pepper,Chicken Salt And Pepper,0,0
6384,Chicken-Do-Piyaza,Chicken Do Piyaza,0,0
7524,Chicken65,Chicken 65,0,0
3305,Chikku Juice,Chikku Juice,0,0
3262,Chikoo Fruit Shake,Chikoo Fruit Shake,0,0
8882,Chikoo milk shake,Chikoo Milk Shake,0,0
4198,Chilli Garlic Cheese Toast,Chilli | Garlic Cheese Toast,0,0
3623,Chilli Bhajji,Chilli Bhajji,0,0
5376,Chilli Cheese Maggi,Chilli Cheese Maggi,0,0
4762,Chilli Cheese Sandwich,Chilli Cheese Sandwich,0,0
4196,Chilli Cheese Toast,Chilli Cheese Toast,0,0
4624,Chilli Chicken,Chilli Chicken,0,0
812,Chilli Chicken,Chilli Chicken,0,0
933,Chilli Chicken (8 Pcs),Chilli Chicken,0,0
6425,Chilli Chicken - 120 Gms,Chilli Chicken,0,0
8526,Chilli Chicken Biryani,Chilli Chicken Biryani,0,0
7316,Chilli Chipotle Chicken,Chilli Chipotle Chicken,0,0
6167,Chilli Coriander Uthappam,Chilli Coriander Uthappam,0,0
4771,Chilli Corn Cheese Sandwich,Chilli Corn Cheese Sandwich,0,0
7233,Chilli Garlic Egg Fried Rice,Chilli Garlic Egg Fried Rice,0,0
7214,Chilli Garlic Potato Bites,Chilli Garlic Potato Bites,0,0
7235,Chilli Garlic Veg Fried Rice,Chilli Garlic Veg Fried Rice,0,0
4628,Chilli Gobi,Chilli Gobi,0,0
8546,Chilli Panner,Chilli Paneer,0,0
5377,Chilli Paratha,Chilli Paratha,0,0
8545,Chilli Prawns,Chilli Prawns,0,0
4324,Chilli idli,Chilli Idli,0,0
6475,Chilly Babycorn,Chilly Babycorn,0,0
6586,Chilly Bajji - 2 Pcs,Chilly Bajji,0,0
6457,Chilly Chicken - Dry,Chilly Chicken,0,0
6477,Chilly Chicken - Gravy,Chilly Chicken,0,0
6463,Chilly Egg,Chilly Egg,0,0
6487,Chilly Garlic Chicken Rice,Chilly Garlic Chicken Rice,0,0
6492,Chilly Garlic Noodles,Chilly Garlic Noodles,0,0
6494,Chilly Garlic Noodles - Non Veg,Chilly Garlic Noodles,0,0
6486,Chilly Garlic Rice,Chilly Garlic Rice,0,0
6626,Chilly Idly -200 Grm,Chilly Idly,0,0
6474,Chilly Mushroom,Chilly Mushroom,0,0
6451,Chilly Paneer,Chilly Paneer,0,0
7317,Chinese Non-Veg Chop Suey,Chinese Non-Veg Chop Suey,0,0
5379,Chinese Non-Veg Meal - Chicken,Chinese Non-Veg Meal | Chicken,0,0
5380,Chinese Non-Veg Meal - Egg,Chinese Non-Veg Meal | Egg,0,0
5381,Chinese Non-Veg Meal - Fish,Chinese Non-Veg Meal | Fish,0,0
5382,Chinese Non-Veg Meal - Mutton,Chinese Non-Veg Meal | Mutton,0,0
7319,Chitrana Rice,Chitrana Rice,0,0
7001,Choco Chip Fudgy Browne with Ice-cream,Choco Chip Brownie | Ice Cream,0,0
7002,Choco Chip Fudgy Brownie,Choco Chip Fudgy Brownie,0,0
4875,Choco Hazelnut Doughnut,Choco Hazelnut Doughnut,0,0
3416,Choco Lava Cake,Choco Lava Cake,0,0
3399,Choco Truffle Cake,Choco Truffle Cake,0,0
5391,Chocochip Brownie,Chocochip Brownie,0,0
3415,Chocochip Cake,Chocochip Cake,0,0
5992,Chocoholic Waffles,Chocoholic Waffles,0,0
4861,Chocolate Almond Doughnut,Chocolate Almond Doughnut,0,0
3405,Chocolate Ball,Chocolate Ball,0,0
7759,Chocolate Bao,Chocolate Bao,0,0
9957,Chocolate Barfi,Chocolate Barfi,0,0
4331,Chocolate Brownie,Chocolate Brownie,0,0
5852,Chocolate Bun Maska,Chocolate Bun Maska,0,0
5392,Chocolate Cake,Chocolate Cake,0,0
9796,Chocolate Chip,Chocolate Chip,0,0
4079,Chocolate Cream Cake,Chocolate Cream Cake,0,0
3417,Chocolate Cupcake,Chocolate Cupcake,0,0
10223,Chocolate Danish,Chocolate Danish,0,0
3404,Chocolate Doughnut,Chocolate Doughnut,0,0
4869,Chocolate Dream Cake Doughnut,Chocolate Dream Cake Doughnut,0,0
6814,Chocolate Frappe,Chocolate Frappe,0,0
5828,Chocolate Gateaux,Chocolate Gateaux,0,0
4867,Chocolate Iced Glazed Doughnut,Chocolate Iced Glazed Doughnut,0,0
9794,Chocolate Kit Kat Shake,Chocolate Kit Kat Shake,0,0
6851,Chocolate Kulfi,Chocolate Kulfi,0,0
6840,Chocolate Lassi,Chocolate Lassi,0,0
3256,Chocolate MilkShake,Chocolate Milkshake,0,0
6893,Chocolate Momo,Chocolate Momo,0,0
4453,Chocolate Mousse,Chocolate Mousse,0,0
3725,Chocolate Muffin,Chocolate Muffin,0,0
3397,Chocolate Pastry,Chocolate Pastry,0,0
10200,Chocolate Pastry (Eggless),Chocolate Pastry,0,0
7551,Chocolate Pheni,Chocolate Pheni,0,0
8764,Chocolate Pudding,Chocolate Pudding,0,0
5861,Chocolate Sandwich,Chocolate Sandwich,0,0
8873,Chocolate Smoothie,Chocolate Smoothie,0,0
8188,Chocolate Softy,Chocolate Softy,0,0
6855,Chocolate Thickshakes,Chocolate Thickshake,0,0
5393,Chocolate Walnut Brownie,Chocolate Walnut Brownie,0,0
3705,Chocolate croissant,Chocolate Croissant,0,0
4868,Chocolate iced Glazed Sprinkle Doughnut,Chocolate Iced Glazed Sprinkle Doughnut,0,0
9997,Chocolate soft clair,Chocolate Soft clair,0,0
10202,Chocolava (Eggless),Chocolava,0,0
6727,Chola Bhatura,Chole | Bhatura,0,0
6733,Chola tandoori Kulcha,Chole | Tandoori Kulcha,0,0
10398,Chole Biryani,Chole Biryani,0,0
3562,Chole Samosa Chaat,Chole | Samosa | Chaat,0,0
3353,Chole bhature,Chole | Bhature,0,0
3213,Choley Rice,Chole | Rice,0,0
4620,Chow Chow Bath,Chow Chow Bath,0,0
3363,Chum Chum,Chum Chum,0,0
4870,Churro Doughnut,Churro Doughnut,0,0
3655,Chutney,Chutney,0,0
5396,Chutney Cheese Sandwich,Chutney | Cheese Sandwich,0,0
5397,Cinnamon Doughnut,Cinnamon Doughnut,0,0
9990,Cinnamon roll,Cinnamon Roll,0,0
6525,Classic Doner Kebab Beef,Classic Doner Kebab,0,0
6546,Classic Doner Kebab Chicken,Classic Doner Kebab Chicken,0,0
5846,Classic Donuts,Classic Donuts,0,0
6829,Classic Falooda,Classic Falooda,0,0
4194,Classic Maggi,Classic Maggi,0,0
5895,Classic Margherita Pizza - 3 Slices,Classic Margherita Pizza,0,0
6502,Clear Chicken Soup,Clear Chicken Soup,0,0
7465,Clubbed Chicken Tower Burger,Clubbed Chicken Tower Burger,0,0
3194,Coconut Peanut Rice,Coconut | Peanut Rice,0,0
5398,Coconut Barfi,Coconut Barfi,0,0
6852,Coconut Kulfi,Coconut Kulfi,0,0
3195,Coconut Rice,Coconut Rice,0,0
904,Coconut Rice old,Coconut Rice,0,0
3442,Coffee,Coffee,0,0
7625,Coffee Ice Cream,Coffee Ice Cream,0,0
3728,Coffee Mocha Fantasy Cake,Coffee Mocha Fantasy Cake,0,0
4323,Cold Coffee,Cold Coffee,0,0
3253,Cold Coffee Milkshake,Cold Coffee Milkshake,0,0
3245,Cold Horlicks Milk,Cold Horlicks Milk,0,0
5399,Coleslaw Sandwich,Coleslaw Sandwich,0,0
9983,Colombian Chocolate Cheese Cake,Colombian Chocolate Cheese Cake,0,0
5836,Cone Cake,Cone Cake,0,0
3657,Continental Chicken Soup,Continental Chicken Soup,0,0
5402,Continental Non-Veg Meal - Chicken,Continental Non-Veg Meal | Chicken,0,0
5403,Continental Non-Veg Meal - Egg,Continental Non-Veg Meal | Egg,0,0
5404,Continental Non-Veg Meal - Fish,Fish,0,0
5405,Continental Non-Veg Meal - Mutton,Continental Non-Veg Meal | Mutton,0,0
5408,Continental Non-Veg Packed Meal - Egg,Continental Non-Veg Packed Meal | Egg,0,0
3511,Continental Vegetable Soup,Vegetable Soup,0,0
10904,Cooker Mandi- Quarter,Cooker Mandi,0,0
5661,Cookies,Cookies,0,0
6004,Cookies Cream Waffle,Cookies | Cream Waffle,0,0
7321,Coriander Dosa,Coriander Dosa,0,0
7322,Coriander Rice,Coriander Rice,0,0
3537,Corn Peanut Salad,Corn Peanut Salad,0,0
5009,Corn Peas Biryani,Corn Peas Biryani,0,0
3538,Corn Peas Salad,Corn Peas Salad,0,0
7467,Corn Potato Burger,Corn Potato Burger,0,0
5413,Corn Spinach Cheese Sandwich,Corn Spinach Cheese Sandwich,0,0
5958,Corn Spinach Parcel,Corn Spinach Parcel,0,0
5414,Corn Spinach Sandwich,Corn Spinach Sandwich,0,0
5965,Corn Spinach ParcelJalapeno PizzaAmerican Chocomax,Corn Spinach Parcel | Jalapeno Pizza | American Chocomax,0,0
4379,Corn Bread Omelette,Corn Bread Omelette,0,0
3586,Corn Chaat,Corn Chaat,0,0
4374,Corn Cheese Momo,Corn Cheese Momo,0,0
4770,Corn Cheese Sandwich,Corn Cheese Sandwich,0,0
3589,Corn Flakes Chaat,Corn Flakes Chaat,0,0
7323,Corn Idly,Corn Idli,0,0
4193,Corn Maggi,Corn Maggi,0,0
6182,Corn Masala Dosa,Corn Masala Dosa,0,0
6483,Corn Mushroom Rice,Corn Mushroom Rice,0,0
3216,Corn Pulao,Corn Pulao,0,0
4769,Corn Sandwich,Corn Sandwich,0,0
6172,Corn Utthappam,Corn Utthappam,0,0
4685,Corn and Spinach Cheese Sandwich,Corn and Spinach Cheese Sandwich,0,0
4684,Corn and Spinach Sandwich,Corn and Spinach Sandwich,0,0
3548,Corn and pepper tossed salad,Corn and Pepper Tossed Salad,0,0
3539,Corn pasta cheese salad,Corn Pasta Cheese Salad,0,0
3698,Cottage Cheese and Pepper Steaks,Cottage Cheese and Pepper Steaks,0,0
4387,Crab Omelette,Crab Omelette,0,0
6822,Cranberry Smoothie,Cranberry Smoothie,0,0
4779,Cream Bun,Cream Bun,0,0
10227,Cream Cheese Bagel with Chia Seeds,Cream Cheese Bagel with Chia Seeds,0,0
6248,Cream Roll,Cream Roll,0,0
4688,Creamy Chicken Sandwich,Creamy Chicken Sandwich,0,0
4369,Creamy Oreo Sundae,Creamy Oreo Sundae,0,0
6303,Crispy Chicken,Crispy Chicken,0,0
4588,Crispy Chicken Corn Dog,Crispy Chicken Corn Dog,0,0
5299,Crispy Chilli Babycorn,Crispy Chilli Babycorn,0,0
5415,Crispy Chilli Pepper Corn,Crispy Chilli Pepper Corn,0,0
5298,Crispy Chilli Potato,Crispy Chilli Potato,0,0
931,Crispy Chilli Potato (8 Pcs),Crispy Chilli Potato,0,0
5416,Crispy Chilli Potato with Spring Onions,Crispy Chilli Potato | Spring Onion,0,0
6446,Crispy Chilly Potato,Crispy Chilly Potato,0,0
7326,Crispy Mushroom,Crispy Mushroom,0,0
5417,Crispy Schezwan Vegetables,Crispy Schezwan Vegetables,0,0
10039,Crunchy Taco Bowl - 200-250 Gms,Crunchy Taco Bowl,0,0
9973,Crunchy Taco Supreme Non Veg,Crunchy Taco Supreme Non Veg,0,0
9968,Crunchy Taco Supreme Veg,Crunchy Taco Supreme Veg,0,0
9977,Crunchy Wheat Taco Non Veg,Crunchy Wheat Taco,0,0
7327,Cucumber Dosa,Cucumber Dosa,0,0
8197,Cupcakes,Cupcakes,0,0
3189,Curd,Curd,0,0
4360,Curd Rice,Curd Rice,0,0
903,Curd Rice,Curd Rice,0,0
6574,Curd Rice With Poriyal Pickle,Curd Rice | Poriyal Pickle,0,0
5682,Curd Vada - 2 Pcs,Curd Vada,0,0
7328,Curry Leaf Dosa,Curry Leaf Dosa,0,0
7329,Curry Leaf Rice,Curry Leaf Rice,0,0
5978,Curry Leaves Rice,Curry Leaves Rice,0,0
6573,Curry Leaves Rice With Papad Poriyal,Curry Leaves Rice | Papad Poriyal,0,0
3393,Custard,Custard,0,0
3271,Custard Apple Milkshake,Custard Apple Milkshake,0,0
7330,Cut Fruits With Ice Cream,Cut Fruits | Ice Cream,0,0
4706,Cutlet - 1 Pc,Cutlet,0,0
6594,Cutlet - 2 Pcs,Cutlet,0,0
4707,Cutlet -2 Pc,Cutlet,0,0
3590,Cutlet Chaat,Cutlet Chaat,0,0
3563,Cutlet Chaat,Cutlet Chaat,0,0
6982,Cutlet Chana,Cutlet Chana,0,0
7331,Dabeli,Dabeli,0,0
3564,Dahi Bhalle Chaat,Dahi Bhalle Chaat,0,0
3565,Dahi Bhel Chaat,Dahi Bhel Chaat,0,0
7539,Dahi Bhel Puri,Dahi Bhel Puri,0,0
7543,Dahi Kachodi,Dahi Kachodi,0,0
3575,Dahi Kachori,Dahi Kachori,0,0
3566,Dahi Papdi Chaat,Dahi Papdi Chaat,0,0
6311,Dahi Poori,Dahi Puri,0,0
6596,Dahi Puri,Dahi Puri,0,0
6411,Dahi Puri (5 Pcs),Dahi Puri,0,0
3587,Dahi Samosa,Dahi | Samosa,0,0
3576,Dahi Sev Puri,Dahi Sev Puri,0,0
4356,Dahi Vada,Dahi Vada,0,0
3219,Dakshini Pulao,Dakshini Pulao,0,0
3488,Dal,Dal,0,0
4431,Dal Kachori,Dal Kachori,0,0
7721,Dal Khichdi,Dal Khichdi,0,0
3490,Dal Makhani,Dal Makhani,0,0
3489,Dal Pappu,Dal Pappu,0,0
7085,Dal Paratha,Dal Paratha,0,0
3217,Dal Pulao,Dal Pulao,0,0
4653,Dal Tadka,Dal Tadka,0,0
833,Dal Vada,Dal Vada,0,0
9991,Danish pastry,Danish Pastry,0,0
5988,Dark Chocolate,Dark Chocolate,0,0
7056,DarkWhite Waffle - Waffles without ice cream,Dark White Waffle,0,0
4407,Dark/Milk Chocolate Waffle Cold Coffee,Dark Chocolate Waffle | Milk Chocolate Waffle | Cold Coffee,0,0
3229,Darshini Pulao,Pulao,0,0
9994,Date banana walnut cake,Date Banana Walnut Cake,0,0
7333,Dates Walnut Cake,Dates Walnut Cake,0,0
3266,Dates Milkshake,Dates Milkshake,0,0
7334,Dates Pie,Dates Pie,0,0
10321,Delhi ke chole paneer tawa Naan,Chole Paneer | Tawa Naan,0,0
3207,Dhaba Rice,Dhaba Rice,0,0
6421,Dhai Samosa,Dhai | Samosa,0,0
6612,Dhal Tadukan - 200 Grm,Dhal Tadukan,0,0
6614,Dhal Palak - 200 Grm,Dhal | Palak,0,0
3636,Dhokla,Dhokla,0,0
3637,Dhokla Sandwich,Dhokla Sandwich,0,0
4240,Dilkush,Dilkush,0,0
5424,Dindigul Chicken Biryani,Dindigul Chicken Biryani,0,0
7335,Dindigul Egg Biryani,Dindigul Egg Biryani,0,0
5425,Dindigul Mutton Biryani,Mutton Biryani,0,0
9946,Diwali special non veg meals 2,Diwali Special Non Veg Meals,0,0
10112,Domino's Achari Do Pyaza Mediumx,Domino's Achari Do Pyaza Pizza,0,0
10090,Domino's Achari Do Pyaza Regular,Domino's Achari Do Pyaza Pizza,0,0
10449,Domino's Al Fungi Gourmet Pizza,Domino's Al Fungi Gourmet Pizza,0,0
10429,Domino's Blazing Chicken Paprika,Domino's Blazing Chicken Paprika Pizza,0,0
10113,Domino's Blazing Onion and Paprika Medium,Domino's Blazing Onion and Paprika Pizza,0,0
10441,Domino's Champaran Mutton,Domino's Champaran Mutton Pizza,0,0
10148,Domino's Champaran Veg Large,Domino's Champaran Veg Pizza,0,0
10127,Domino's Champaran Veg Medium,Domino's Champaran Veg Pizza,0,0
10106,Domino's Champaran Veg Regular,Domino's Champaran Veg Pizza,0,0
10425,Domino's Cheese Volcano BBQ Chicken,Domino's Cheese Volcano BBQ Chicken Pizza,0,0
10424,Domino's Cheese Volcano Blazing Chicken,Domino's Cheese Volcano Blazing Chicken Pizza,0,0
10422,Domino's Cheese Volcano Chicken Delight,Domino's Cheese Volcano Chicken Delight Pizza,0,0
10423,Domino's Cheese Volcano Double Chicken,Domino's Cheese Volcano Double Chicken Pizza,0,0
10442,Domino's Cheese Volcano Farm House,Domino's Cheese Volcano Farm House Pizza,0,0
10443,Domino's Cheese Volcano Peppy Paneer,Domino's Cheese Volcano Peppy Paneer Pizza,0,0
10444,Domino's Cheese Volcano Vegie Paradise,Domino's Cheese Volcano Veggie Paradise Pizza,0,0
10138,Domino's Cheese and Corn Large,Domino's Cheese and Corn Pizza,0,0
10117,Domino's Cheese and Corn Medium,Domino's Cheese and Corn Pizza,0,0
10096,Domino's Cheese and Corn Regular,Domino's Cheese and Corn Pizza,0,0
10434,Domino's Chicken Dominator,Domino's Chicken Dominator Pizza,0,0
10431,Domino's Chicken Fiesta,Domino's Chicken Fiesta Pizza,0,0
10432,Domino's Chicken Golden Delight,Domino's Chicken Golden Delight Pizza,0,0
10428,Domino's Chicken Keema Paratha Pizza,Domino's Chicken Keema Paratha Pizza,0,0
10436,Domino's Chicken Pepperoni,Domino's Chicken Pepperoni Pizza,0,0
10447,Domino's Chicken Pepperoni Gourmet Pizza,Domino's Chicken Pepperoni Gourmet Pizza,0,0
10426,Domino's Chicken Sausage,Domino's Chicken Sausage Pizza,0,0
10445,Domino's Corn Cheese Volcano,Domino's Corn Cheese Volcano Pizza,0,0
10091,Domino's Corn and Cheese Paratha Pizza Regular,Domino's Corn and Cheese Paratha Pizza,0,0
10115,Domino's Double Cheese Margherita Medium,Domino's Double Cheese Margherita Pizza,0,0
10094,Domino's Double Cheese Margherita Regular,Domino's Double Cheese Margherita Pizza,0,0
10140,Domino's Farmhouse Large,Domino's Farmhouse Pizza,0,0
10098,Domino's Farmhouse Regular,Domino's Farmhouse Pizza,0,0
10114,Domino's Fiery Jalapeno and Paprika Medium,Domino's Fiery Jalapeno and Paprika Pizza,0,0
10430,Domino's Fiery Sausage Paprika,Domino's Fiery Sausage Paprika Pizza,0,0
10437,Domino's Indi Chicken Tikka,Domino's Indi Chicken Tikka Pizza,0,0
10144,Domino's Indi Tandoori Paneer Large,Domino's Indi Tandoori Paneer Pizza,0,0
10123,Domino's Indi Tandoori Paneer Medium,Domino's Indi Tandoori Paneer Pizza,0,0
10102,Domino's Indi Tandoori Paneer Regular,Domino's Indi Tandoori Paneer Pizza,0,0
10439,Domino's Kosha Mangsho,Domino's Kosha Mangsho Pizza,0,0
10146,Domino's Kosha Veg Large,Domino's Kosha Veg Pizza,0,0
